,name,price,Год выпуска,Поколение,Пробег,История пробега,ПТС,Владельцев по ПТС,Состояние,Модификация,Объём двигателя,Тип двигателя,Коробка передач,Привод,Тип кузова,Цвет,Руль,VIN или номер кузова,Обмен,Комплектация
1351,"Nissan X-Trail 2.5 CVT, 2010, 172 500 км",975000, 2010, II (2007—2011), 172 500 км, 10 записей в отчёте Автотеки,, 3, Не битый, 2.5 4WD CVT (169 л.с.), 2.5 л, Бензин, Вариатор, Полный, Внедорожник 5-дверный, Серебряный, Левый, Z8NT*************, Возможен,
1352,"Land Rover Range Rover Sport 3.0 AT, 2014, 151 000 км",2349000, 2014, II (2013—2017), 151 000 км, 18 записей в отчёте Автотеки, Оригинал, 1, Не битый, 3.0 TD AT (292 л.с.), 3 л, Дизель, Автомат, Полный, Внедорожник 5-дверный, Чёрный, Левый, SALW*************,,
1353,"Ford Focus 1.6 AT, 2009, 198 000 км",600000, 2009, II рестайлинг (2007—2011), 198 000 км, 7 записей в отчёте Автотеки, Оригинал, 2, Не битый, 1.6 AT (100 л.с.), 1.6 л, Бензин, Автомат, Передний, Седан, Серебряный, Левый, X9FH*************, Не интересует, Ghia
1354,"Hyundai Solaris 1.6 AT, 2020, 98 000 км",1356000, 2020, II рестайлинг (2020—2024), 98 000 км, 5 записей в отчёте Автотеки,, 1, Не битый, 1.6 AT (123 л.с.), 1.6 л, Бензин, Автомат, Передний, Седан, Коричневый, Левый, Z94K*************, Возможен, Active Plus
1355,"Mitsubishi Lancer 1.6 MT, 2006, 380 000 км",345000, 2006, IX рестайлинг (2005—2010), 380 000 км, 14 записей в отчёте Автотеки, Дубликат, 4+, Не битый, 1.6 MT (98 л.с.), 1.6 л, Бензин, Механика, Передний, Седан, Голубой, Левый, JMBS*************, Не интересует, Базовая
1356,"Skoda Superb 1.8 AMT, 2014, 190 000 км",1250000, 2014, II рестайлинг (2013—2015), 190 000 км, 33 записи в отчёте Автотеки, Оригинал, 2, Не битый, 1.8 TSI DSG (152 л.с.), 1.8 л, Бензин, Робот, Передний, Лифтбек, Серебряный, Левый, XW8A*************,, Elegance
1357,"Audi A4 1.8 AT, 2000, 226 852 км",295000, 2000, B5 рестайлинг (1999—2001), 226 852 км, 12 записей в отчёте Автотеки, Оригинал, 3, Не битый, 1.8 AT (125 л.с.), 1.8 л, Бензин, Автомат, Передний, Седан, Белый, Левый, WAUZ*************, Не интересует, Base
1358,"Mazda 6 2.0 AT, 2010, 161 000 км",1230000, 2010, GH рестайлинг (2009—2013), 161 000 км, 12 записей в отчёте Автотеки, Оригинал, 3, Не битый, 2.0 AT (147 л.с.), 2 л, Бензин, Автомат, Передний, Седан, Серебряный, Левый, JMZG*************, Не интересует, Touring
1359,"Mazda 6 2.5 AT, 2018, 202 436 км",1777000, 2018, GJ рестайлинг 2 (2018—2024), 202 436 км, 8 записей в отчёте Автотеки, Электронный, 2, Не битый, 2.5 AT (192 л.с.), 2.5 л, Бензин, Автомат, Передний, Седан, Синий, Левый, JM1G*************, Не интересует, Blue Sky Sports
1360,"Mazda CX-7 2.3 AT, 2011, 142 000 км",730000, 2011, I рестайлинг (2009—2012), 142 000 км, 6 записей в отчёте Автотеки, Оригинал, 1, Не битый, 2.3 4WD AT (238 л.с.), 2.3 л, Бензин, Автомат, Полный, Внедорожник 5-дверный, Белый, Левый, JMZE*************,,
1361,"Toyota Corolla 1.3 AT, 1999, 307 900 км",470000, 1999, VIII (1995—2000), 307 900 км, Проверить в Автотеке, Оригинал, 3, Не битый, 1.3 AT (85 л.с.), 1.3 л, Бензин, Автомат, Передний, Хетчбек 3-дверный, Серебряный, Левый, JT15*************, Не интересует, Базовая
1362,"Mazda 3 1.6 AT, 2012, 58 500 км",1175000, 2012, BL рестайлинг (2011—2013), 58 500 км, 10 записей в отчёте Автотеки, Оригинал, 2, Не битый, 1.6 AT (105 л.с.), 1.6 л, Бензин, Автомат, Передний, Хетчбек 5-дверный, Чёрный, Левый, JMZB*************, Возможен,
1363,"BMW 5 серия 3.0 AT, 2018, 105 000 км",3299000, 2018, G30/G31 (2016—2020), 105 000 км, 15 записей в отчёте Автотеки,, 2, Не битый, 530d 3.0 xDrive Steptronic (249 л.с.), 3 л, Дизель, Автомат, Полный, Седан, Синий, Левый, X4XJ*************, Возможен,
1364,"Nissan X-Trail 2.0 AT, 2012, 151 100 км",1159000, 2012, II рестайлинг (2010—2015), 151 100 км, 26 записей в отчёте Автотеки,, 3, Не битый, 2.0 dCi 4WD AT (150 л.с.), 2 л, Дизель, Автомат, Полный, Внедорожник 5-дверный, Серый, Левый, Z8NT*************, Возможен, LE
1365,"Kia Rio 1.4 MT, 2014, 118 000 км",825000, 2014, III (2011—2015), 118 000 км, 6 записей в отчёте Автотеки, Оригинал, 2, Не битый, 1.4 MT (107 л.с.), 1.4 л, Бензин, Механика, Передний, Седан, Белый, Левый, Z94C*************, Не интересует, Comfort
1366,"Mercedes-Benz E-класс AMG 4.0 AT, 2019, 49 900 км",9300000, 2019, W213/S213/C238/A238 (2016—2020), 49 900 км, 7 записей в отчёте Автотеки, Дубликат, 3, Не битый, E 63S AMG 4.0 4MATIC 9G-Tronic (612 л.с.), 4 л, Бензин, Автомат, Полный, Седан, Серый, Левый, WDD2*************, Возможен, Особая Серия
1367,"Kia Ceed 1.6 AT, 2019, 65 787 км",1590000, 2019, CD (2018—2021), 65 787 км, 12 записей в отчёте Автотеки,, 1, Не битый, 1.6 AT (128 л.с.), 1.6 л, Бензин, Автомат, Передний, Универсал, Синий, Левый, XWEH*************, Возможен, Prestige
1368,"Mitsubishi Lancer 1.6 AT, 2005, 273 000 км",540000, 2005, IX (2000—2007), 273 000 км, 9 записей в отчёте Автотеки, Оригинал, 4+, Не битый, 1.6 AT (98 л.с.), 1.6 л, Бензин, Автомат, Передний, Седан, Серебряный, Левый, JMBS*************, Не интересует, Базовая
1369,"Mazda 3 1.6 AT, 2014, 132 435 км",999000, 2014, BM (2013—2016), 132 435 км, 6 записей в отчёте Автотеки,, 2, Не битый, 1.6 AT (104 л.с.), 1.6 л, Бензин, Автомат, Передний, Седан, Белый, Левый, JMZB*************,, Active+
1370,"Nissan Juke 1.6 CVT, 2013, 115 000 км",1049000, 2013, I (2010—2014), 115 000 км, 58 записей в отчёте Автотеки,, 1, Не битый, 1.6 4WD CVT (200 л.с.), 1.6 л, Бензин, Вариатор, Полный, Внедорожник 5-дверный, Белый, Левый, SJNF*************, Возможен, Nismo
1371,"Volkswagen Polo 1.6 AT, 2016, 76 000 км",749000, 2016, V рестайлинг (2015—2020), 76 000 км, 8 записей в отчёте Автотеки,, 1, Не битый, 1.6 MPI AT (110 л.с.), 1.6 л, Бензин, Автомат, Передний, Седан, Чёрный, Левый, XW8Z*************, Возможен, Drive
1372,"Kia Sorento 2.5 AT, 2006, 230 000 км",985000, 2006, I рестайлинг (2006—2011), 230 000 км, 6 записей в отчёте Автотеки, Оригинал, 2, Не битый, 2.5 CRDi 4WD AT (170 л.с.), 2.5 л, Дизель, Автомат, Полный, Внедорожник 5-дверный, Серебряный, Левый, KNEJ*************, Не интересует, EX
1373,"Land Rover Range Rover 3.6 AT, 2010, 149 000 км",1999000, 2010, III рестайлинг 2 (2009—2012), 149 000 км, 16 записей в отчёте Автотеки,, 2, Не битый, 3.6 TD AT (272 л.с.), 3.6 л, Дизель, Автомат, Полный, Внедорожник 5-дверный, Белый, Левый, SALL*************, Возможен,
1374,"Kia Rio 1.6 AT, 2012, 180 351 км",650000, 2012, III (2011—2015), 180 351 км, 6 записей в отчёте Автотеки, Оригинал, 3, Не битый, 1.6 AT (123 л.с.), 1.6 л, Бензин, Автомат, Передний, Седан, Синий, Левый, Z94C*************, Не интересует, Luxe
1375,"Peugeot 206 1.4 AT, 2001, 186 588 км",220000, 2001, I (1998—2012), 186 588 км, 7 записей в отчёте Автотеки, Оригинал, 4+, Не битый, 1.4 AT (75 л.с.), 1.4 л, Бензин, Автомат, Передний, Хетчбек 5-дверный, Красный, Левый, VF32*************, Не интересует, Базовая
1376,"Ford Explorer 3.5 AT, 2015, 167 000 км",1695000, 2015, V (2010—2015), 167 000 км, 12 записей в отчёте Автотеки,, 1, Не битый, 3.5 4WD AT (249 л.с.), 3.5 л, Бензин, Автомат, Полный, Внедорожник 5-дверный, Чёрный, Левый, Z6FB*************, Возможен,
1377,"Honda Accord 2.4 AT, 2011, 160 302 км",1299000, 2011, VIII рестайлинг (2011—2013), 160 302 км, 8 записей в отчёте Автотеки,, 3, Не битый, 2.4 i-VTEC AT (200 л.с.), 2.4 л, Бензин, Автомат, Передний, Седан, Красный, Левый, JHMC*************, Возможен,
1378,"Suzuki Grand Vitara 2.4 AT, 2010, 167 000 км",995000, 2010, II рестайлинг (2008—2012), 167 000 км, 6 записей в отчёте Автотеки,, 2, Не битый, 2.4 4WD AT (169 л.с.), 2.4 л, Бензин, Автомат, Полный, Внедорожник 5-дверный, Чёрный, Левый, JSAJ*************, Возможен, JLX-E SE Exclusive
1379,"Mitsubishi Lancer 1.8 CVT, 2008, 269 000 км",765000, 2008, X (2007—2010), 269 000 км, 8 записей в отчёте Автотеки,, 4+, Не битый, 1.8 CVT (143 л.с.), 1.8 л, Бензин, Вариатор, Передний, Седан, Серебряный, Левый, JMBS*************, Не интересует, Invite
1380,"Ford Mondeo 2.0 AT, 2010, 164 082 км",769000, 2010, IV (2006—2010), 164 082 км, 10 записей в отчёте Автотеки,, 3, Не битый, 2.0 TDCi AT (140 л.с.), 2 л, Дизель, Автомат, Передний, Седан, Чёрный, Левый, X9FD*************, Возможен, Базовая
1381,"Ford Mondeo 2.5 AT, 2003, 215 445 км",435000, 2003, III (2000—2003), 215 445 км, 12 записей в отчёте Автотеки, Оригинал, 3, Не битый, 2.5 AT (170 л.с.), 2.5 л, Бензин, Автомат, Передний, Универсал, Чёрный, Левый, WF0W*************, Не интересует, Базовая
1382,"Toyota Camry 2.5 AT, 2021, 49 920 км",2190000, 2021, XV70 рестайлинг (2020—2024), 49 920 км, 8 записей в отчёте Автотеки, Оригинал, 1, Не битый, 2.5 AT (200 л.с.), 2.5 л, Бензин, Автомат, Передний, Седан, Чёрный, Левый, XW7B*************,,
1383,"Kia Optima 2.0 AT, 2019, 65 000 км",1599000, 2019, IV рестайлинг (2018—2020), 65 000 км, 3 записи в отчёте Автотеки,, 1, Не битый, 2.0 T-GDI AT (245 л.с.), 2 л, Бензин, Автомат, Передний, Седан, Чёрный, Левый, XWEG*************, Возможен, GT
1384,"BMW 7 серия 4.4 AT, 2010, 219 738 км",1350000, 2010, F01/F02 (2008—2012), 219 738 км, 18 записей в отчёте Автотеки, Оригинал, 3, Не битый, 750Li 4.4 xDrive AT (407 л.с.), 4.4 л, Бензин, Автомат, Полный, Седан, Чёрный, Левый, X4XK*************, Возможен, Базовая
1385,"Kia Sorento 2.4 AT, 2017, 85 000 км",1549000, 2017, II рестайлинг (2012—2021), 85 000 км, 5 записей в отчёте Автотеки,, 1, Не битый, 2.4 4WD AT (175 л.с.), 2.4 л, Бензин, Автомат, Полный, Внедорожник 5-дверный, Чёрный, Левый, XWEK*************, Возможен,
1386,"Land Rover Range Rover 4.4 AT, 2014, 134 259 км",3895000, 2014, IV (2012—2017), 134 259 км, 13 записей в отчёте Автотеки,, 1, Не битый, 4.4 TD AT (339 л.с.), 4.4 л, Дизель, Автомат, Полный, Внедорожник 5-дверный, Чёрный, Левый, SALG*************, Возможен, Vogue SE
1387,"Hyundai Tucson 2.0 MT, 2019, битый, 73 057 км",935000, 2019, III рестайлинг (2018—2021), 73 057 км, 4 записи в отчёте Автотеки, Оригинал, 1, Битый, 2.0 MT (150 л.с.), 2 л, Бензин, Механика, Передний, Внедорожник 5-дверный, Чёрный, Левый, XWEJ*************, Не интересует, Primary
1388,"Volkswagen Tiguan 2.0 AT, 2015, 134 106 км",1199000, 2015, I рестайлинг (2011—2019), 134 106 км, 19 записей в отчёте Автотеки, Оригинал, 2, Не битый, 2.0 TSI 4Motion AT (170 л.с.), 2 л, Бензин, Автомат, Полный, Внедорожник 5-дверный, Белый, Левый, XW8Z*************, Не интересует, Avenue
1389,"Nissan X-Trail 2.0 CVT, 2014, 92 628 км",1590000, 2014, II рестайлинг (2010—2015), 92 628 км, 8 записей в отчёте Автотеки, Оригинал, 1, Не битый, 2.0 4WD CVT (141 л.с.), 2 л, Бензин, Вариатор, Полный, Внедорожник 5-дверный, Серый, Левый, Z8NT*************, Не интересует, SE
1390,"Hyundai ix35 2.0 AT, 2014, 139 000 км",929000, 2014, I рестайлинг (2013—2015), 139 000 км, 5 записей в отчёте Автотеки, Оригинал, 1, Не битый, 2.0 AT (150 л.с.), 2 л, Бензин, Автомат, Передний, Внедорожник 5-дверный, Коричневый, Левый, TMAJ*************,,
1391,"Nissan Terrano 1.6 MT, 2020, 30 300 км",1425000, 2020, D10 (2014—2022), 30 300 км, 6 записей в отчёте Автотеки,, 1, Не битый, 1.6 MT (114 л.с.), 1.6 л, Бензин, Механика, Передний, Внедорожник 5-дверный, Коричневый, Левый, Z8NH*************,,
1392,"Nissan Teana 2.5 CVT, 2012, 191 000 км",990000, 2012, J32 рестайлинг (2011—2013), 191 000 км, 40 записей в отчёте Автотеки, Оригинал, 4+, Не битый, 2.5 4WD CVT (167 л.с.), 2.5 л, Бензин, Вариатор, Полный, Седан, Чёрный, Левый, Z8NB*************, Не интересует, Premium Four
1393,"Opel Zafira 2.0 AT, 2013, 130 667 км",1049000, 2013, C (2011—2016), 130 667 км, 18 записей в отчёте Автотеки,, 2, Не битый, 2.0 CDTI AT (165 л.с.), 2 л, Дизель, Автомат, Передний, Минивэн, Коричневый, Левый, XWFP*************, Возможен, Business Edition
1394,"Kia Ceed 1.6 AT, 2014, 169 000 км",995000, 2014, JD (2012—2015), 169 000 км, 12 записей в отчёте Автотеки,, 1, Не битый, 1.6 AT (129 л.с.), 1.6 л, Бензин, Автомат, Передний, Хетчбек 5-дверный, Коричневый, Левый, XWEH*************, Возможен, Premium
1395,"Ford Focus 1.6 MT, 2011, 48 000 км",1340000, 2011, III (2011—2015), 48 000 км, 3 записи в отчёте Автотеки, Оригинал, 1, Не битый, 1.6 MT (105 л.с.), 1.6 л, Бензин, Механика, Передний, Седан, Чёрный, Левый, X9FM*************, Не интересует, Базовая
1396,"Mazda 6 2.5 AT, 2014, 197 546 км",1249000, 2014, GJ (2012—2015), 197 546 км, 23 записи в отчёте Автотеки, Оригинал, 1, Не битый, 2.5 AT (192 л.с.), 2.5 л, Бензин, Автомат, Передний, Седан, Красный, Левый, RUMG*************, Не интересует, Active
1397,"Kia Sportage 2.0 AT, 2012, 155 000 км",1065000, 2012, III (2010—2014), 155 000 км, 6 записей в отчёте Автотеки,, 1, Не битый, 2.0 4WD AT (150 л.с.), 2 л, Бензин, Автомат, Полный, Внедорожник 5-дверный, Серебряный, Левый, XWEP*************, Возможен, Prestige
1398,"Dongfeng AX7 2.0 AT, 2017, 112 142 км",1320000, 2017, D02 (2015—2021), 112 142 км, 4 записи в отчёте Автотеки,, 3, Не битый, 2.0 AT (140 л.с.), 2 л, Бензин, Автомат, Передний, Внедорожник 5-дверный, Белый, Левый, LGJE*************,,
1399,"Toyota RAV4 2.5 AT, 2021, 7 000 км",3455000, 2021, V (2018—2024), 7 000 км, 9 записей в отчёте Автотеки,, 2, Не битый, 2.5 4WD AT (199 л.с.), 2.5 л, Бензин, Автомат, Полный, Внедорожник 5-дверный, Чёрный, Левый, XW7D*************,,
1400,"Nissan Teana 2.4 AT, 2003, 200 000 км",495000, 2003, J31 (2003—2005), 200 000 км,, Оригинал, 1, Не битый, 2.4 AT (173 л.с.), 2.4 л, Бензин, Автомат, Передний, Седан, Серебряный, Правый, J31-******, Не интересует, Базовая
1401,"Mitsubishi Lancer 1.8 CVT, 2008, 141 141 км",619000, 2008, X (2007—2010), 141 141 км, 15 записей в отчёте Автотеки,, 3, Не битый, 1.8 CVT (143 л.с.), 1.8 л, Бензин, Вариатор, Передний, Седан, Зелёный, Левый, JMBS*************, Возможен, Базовая
1402,"Land Rover Freelander 2.2 AT, 2014, 145 899 км",1495000, 2014, II рестайлинг 2 (2012—2014), 145 899 км, 9 записей в отчёте Автотеки,, 1, Не битый, 2.2 TD AT (150 л.с.), 2.2 л, Дизель, Автомат, Полный, Внедорожник 5-дверный, Серый, Левый, SALF*************, Возможен, SE
1403,"Audi Q7 3.0 AT, 2010, 149 264 км",1499000, 2010, 4L рестайлинг (2009—2015), 149 264 км, 12 записей в отчёте Автотеки,, 2, Не битый, 3.0 TDI quattro Tiptronic (239 л.с.), 3 л, Дизель, Автомат, Полный, Внедорожник 5-дверный, Чёрный, Левый, XW8Z*************, Возможен, Base
1404,"Volkswagen Tiguan 2.0 AT, 2013, 136 000 км",1500000, 2013, I рестайлинг (2011—2019), 136 000 км, 8 записей в отчёте Автотеки, Оригинал, 1, Не битый, 2.0 TDI 4Motion AT (140 л.с.), 2 л, Дизель, Автомат, Полный, Внедорожник 5-дверный, Белый, Левый, XW8Z*************, Не интересует,
1405,"Hyundai Solaris 1.6 AT, 2021, 42 000 км",1149000, 2021, II рестайлинг (2020—2024), 42 000 км, 7 записей в отчёте Автотеки,, 1, Не битый, 1.6 AT (123 л.с.), 1.6 л, Бензин, Автомат, Передний, Седан, Чёрный, Левый, Z94K*************, Возможен, Elegance + Prestige
1406,"Geely Monjaro 2.0 AT, 2023, 18 км",3750000, 2023, I (2021—2024), 18 км,, Электронный, 1, Не битый, 2.0 4WD AT (238 л.с.), 2 л, Бензин, Автомат, Полный, Внедорожник 5-дверный, Зелёный, Левый, LB37*************, Не интересует, Flagship
1407,"Chevrolet Captiva 2.4 AT, 2015, 146 000 км",1049000, 2015, I рестайлинг 2 (2013—2016), 146 000 км, 4 записи в отчёте Автотеки, Оригинал, 1, Не битый, 2.4 4WD AT (167 л.с.), 2.4 л, Бензин, Автомат, Полный, Внедорожник 5-дверный, Чёрный, Левый, XUFC*************,,
1408,"Kia Cerato 2.0 AT, 2021, 69 890 км",2190000, 2021, IV рестайлинг (2021—2024), 69 890 км, 15 записей в отчёте Автотеки,, 1, Не битый, 2.0 AT (150 л.с.), 2 л, Бензин, Автомат, Передний, Седан, Серый, Левый, XWEF*************, Возможен, GT Line+
1409,"Chevrolet Equinox 1.5 AT, 2023, 5 500 км",2500000, 2023, III рестайлинг (2020—2024), 5 500 км,, Оригинал, 1, Не битый, 1.5 4WD AT (173 л.с.), 1.5 л, Бензин, Автомат, Полный, Внедорожник 5-дверный, Чёрный, Левый, 3GNA*************, Не интересует, Базовая
1410,"Mitsubishi Outlander 2.0 CVT, 2012, 143 707 км",1095000, 2012, III (2012—2015), 143 707 км, 17 записей в отчёте Автотеки,, 2, Не битый, 2.0 4WD CVT (146 л.с.), 2 л, Бензин, Вариатор, Полный, Внедорожник 5-дверный, Серый, Левый, JMBX*************, Возможен, Instyle
1411,"Mazda 3 1.6 AT, 2011, 176 550 км",682500, 2011, BL рестайлинг (2011—2013), 176 550 км, 27 записей в отчёте Автотеки, Оригинал, 2, Не битый, 1.6 AT (105 л.с.), 1.6 л, Бензин, Автомат, Передний, Седан, Серебряный, Левый, JMZB*************, Не интересует, Emotion Line
1412,"ВАЗ (LADA) Priora 1.6 MT, 2014, 214 584 км",420000, 2014, I рестайлинг (2013—2018), 214 584 км, 5 записей в отчёте Автотеки, Оригинал, 3, Не битый, 1.6 MT (106 л.с.), 1.6 л, Бензин, Механика, Передний, Седан, Серый, Левый, XTA2*************, Не интересует,
1413,"Ford Mondeo 2.3 AT, 2012, 154 000 км",945000, 2012, IV рестайлинг (2010—2014), 154 000 км, Проверить в Автотеке,, 1, Не битый, 2.3 AT (161 л.с.), 2.3 л, Бензин, Автомат, Передний, Седан, Чёрный, Левый, X9FD*************, Возможен,
1414,"Mercedes-Benz E-класс 2.0 AT, 2019, 88 000 км",3549000, 2019, W213/S213/C238/A238 (2016—2021), 88 000 км, 13 записей в отчёте Автотеки,, 2, Не битый, E 200 2.0 9G-Tronic (197 л.с.), 2 л, Бензин, Автомат, Задний, Седан, Белый, Левый, WDD2*************,,
1415,"Skoda Octavia 1.6 MT, 2012, 235 000 км",850000, 2012, II рестайлинг (2008—2013), 235 000 км, 5 записей в отчёте Автотеки, Оригинал, 2, Не битый, 1.6 MPI MT (102 л.с.), 1.6 л, Бензин, Механика, Передний, Лифтбек, Чёрный, Левый, XW8C*************, Не интересует, Active
1416,"Audi A1 1.4 AMT, 2012, 150 000 км",1150000, 2012, 8X (2010—2015), 150 000 км, 10 записей в отчёте Автотеки, Оригинал, 2, Не битый, 1.4 TFSI S tronic (122 л.с.), 1.4 л, Бензин, Робот, Передний, Хетчбек 5-дверный, Чёрный, Левый, WAUZ*************, Не интересует, Attraction
1417,"Volkswagen Polo 1.6 MT, 2013, 51 500 км",850000, 2013, V (2009—2015), 51 500 км, 6 записей в отчёте Автотеки, Оригинал, 1, Не битый, 1.6 MPI MT (105 л.с.), 1.6 л, Бензин, Механика, Передний, Седан, Жёлтый, Левый, XW8Z*************, Не интересует, Comfortline
1418,"Hyundai Santa Fe 2.0 AT, 2019, 68 000 км",2549000, 2019, IV (2018—2021), 68 000 км, Проверить в Автотеке,, 1, Не битый, 2.0 CRDi 4WD AT (185 л.с.), 2 л, Дизель, Автомат, Полный, Внедорожник 5-дверный, Чёрный, Левый, KMHS*************, Возможен, Базовая
1419,"Volkswagen Polo 1.6 MT, 2010, 165 000 км",800000, 2010, V (2009—2015), 165 000 км, 3 записи в отчёте Автотеки, Оригинал, 1, Не битый, 1.6 MPI MT (105 л.с.), 1.6 л, Бензин, Механика, Передний, Седан, Белый, Левый, XW8Z*************, Не интересует, Trendline
1420,"Nissan X-Trail 2.5 CVT, 2012, 161 000 км",1095000, 2012, II рестайлинг (2010—2015), 161 000 км, 11 записей в отчёте Автотеки,, 3, Не битый, 2.5 4WD CVT (169 л.с.), 2.5 л, Бензин, Вариатор, Полный, Внедорожник 5-дверный, Чёрный, Левый, Z8NT*************, Возможен, LE High
1421,"Kia Rio 1.6 AT, 2022, 78 300 км",1850000, 2022, IV рестайлинг (2020—2024), 78 300 км, 5 записей в отчёте Автотеки, Оригинал, 2, Не битый, 1.6 AT (123 л.с.), 1.6 л, Бензин, Автомат, Передний, Седан, Синий, Правый, Z94C*************, Не интересует, Prestige
1422,"Kia Optima 2.4 AT, 2019, 68 796 км",1285000, 2019, IV рестайлинг (2018—2020), 68 796 км, 16 записей в отчёте Автотеки, Оригинал, 1, Не битый, 2.4 GDI AT (188 л.с.), 2.4 л, Бензин, Автомат, Передний, Седан, Чёрный, Левый, XWEG*************,,
1423,"Kia Optima 2.4 AT, 2015, 142 000 км",1349000, 2015, III рестайлинг (2013—2015), 142 000 км, 12 записей в отчёте Автотеки,, 1, Не битый, 2.4 AT (180 л.с.), 2.4 л, Бензин, Автомат, Передний, Седан, Чёрный, Левый, XWEG*************, Возможен, Premium
1424,"Nissan Juke 1.6 CVT, 2014, 141 500 км",955000, 2014, I (2010—2014), 141 500 км, 8 записей в отчёте Автотеки,, 2, Не битый, 1.6 CVT (117 л.с.), 1.6 л, Бензин, Вариатор, Передний, Внедорожник 5-дверный, Чёрный, Левый, SJNF*************, Возможен, SE Sport
1425,"LIFAN X60 1.8 MT, 2014, 102 000 км",567000, 2014, I (2011—2015), 102 000 км, 3 записи в отчёте Автотеки,, 1, Не битый, 1.8 MT (128 л.с.), 1.8 л, Бензин, Механика, Передний, Внедорожник 5-дверный, Чёрный, Левый, X9W2*************, Возможен, Comfort
1426,"BMW X5 3.0 AT, 2019, 105 300 км",6850000, 2019, G05 (2018—2023), 105 300 км, 2 записи в отчёте Автотеки, Электронный, 1, Не битый, 30d 3.0 xDrive Steptronic (265 л.с.), 3 л, Дизель, Автомат, Полный, Внедорожник 5-дверный, Синий, Левый, WBAC*************, Возможен, M Sport
1427,"Skoda Superb 1.8 AT, 2007, 214 000 км",550000, 2007, I рестайлинг (2006—2008), 214 000 км, 12 записей в отчёте Автотеки, Дубликат, 4+, Не битый, 1.8 AT (150 л.с.), 1.8 л, Бензин, Автомат, Передний, Седан, Серебряный, Левый, TMBD*************, Не интересует, Elegance
1428,"Mitsubishi Pajero Sport 3.0 AT, 2006, 215 800 км",995000, 2006, I рестайлинг (2004—2008), 215 800 км, 9 записей в отчёте Автотеки, Оригинал, 3, Не битый, 3.0 AT (170 л.с.), 3 л, Бензин, Автомат, Полный, Внедорожник 5-дверный, Серебряный, Левый, JMB0*************, Не интересует, Базовая
1429,"Volkswagen Passat 2.0 AMT, 2018, 93 000 км",2600000, 2018, B8 (2014—2020), 93 000 км,, Электронный, 1, Не битый, 2.0 TDI 4MOTION DSG (190 л.с.), 2 л, Дизель, Робот, Полный, Универсал, Серебряный, Левый, WWWZ*************, Возможен, Alltrack
1430,"Kia Optima 2.4 AT, 2019, 101 092 км",1430000, 2019, IV рестайлинг (2018—2020), 101 092 км, 8 записей в отчёте Автотеки, Оригинал, 2, Не битый, 2.4 GDI AT (188 л.с.),, Бензин, Автомат, Передний, Седан, Серый, Левый, XWEG*************,,
1431,"Ravon R4 1.5 MT, 2017, 31 832 км",750000, 2017, I (2016—2020), 31 832 км, 2 записи в отчёте Автотеки,, 1, Не битый, 1.5 MT (106 л.с.), 1.5 л, Бензин, Механика, Передний, Седан, Серый, Левый, XWBJ*************, Возможен, Comfort
1432,"Nissan Teana 2.5 CVT, 2008, 180 000 км",749000, 2008, J32 (2008—2011), 180 000 км, 18 записей в отчёте Автотеки, Оригинал, 4+, Не битый, 2.5 CVT (182 л.с.), 2.5 л, Бензин, Вариатор, Передний, Седан, Серебряный, Левый, JN1B*************, Не интересует, Luxury
1433,"Hyundai Solaris 1.6 AT, 2021, 129 654 км",1245000, 2021, II рестайлинг (2020—2024), 129 654 км, 6 записей в отчёте Автотеки, Электронный, 1, Не битый, 1.6 AT (123 л.с.), 1.6 л, Бензин, Автомат, Передний, Седан, Серый, Левый, Z94K*************,, Comfort
1434,"BMW 5 серия 2.0 AT, 2020, 55 000 км",3950000, 2020, G30/G31 рестайлинг (2020—2024), 55 000 км, Проверить в Автотеке, Электронный, 1, Не битый, 520d 2.0 Steptronic (190 л.с.), 2 л, Дизель, Автомат, Задний, Седан, Чёрный, Левый, WBA3*************, Не интересует, Executive
1435,"Renault Duster 1.5 MT, 2012, 220 000 км",830000, 2012, I (2010—2015), 220 000 км, 10 записей в отчёте Автотеки, Оригинал, 2, Не битый, 1.5 dCi 4WD MT (90 л.с.), 1.5 л, Дизель, Механика, Полный, Внедорожник 5-дверный, Бежевый, Левый, X7LH*************, Не интересует, Базовая
1436,"BMW X5 3.0 AT, 2019, 85 000 км",6299999, 2019, G05 (2018—2023), 85 000 км, 2 записи в отчёте Автотеки, Электронный, 1, Не битый, 30d 3.0 xDrive Steptronic (265 л.с.), 3 л, Дизель, Автомат, Полный, Внедорожник 5-дверный, Синий, Левый, WBAC*************, Не интересует,
1437,"Chevrolet Cruze 1.8 AT, 2013, 136 500 км",745000, 2013, I рестайлинг (2012—2015), 136 500 км, 13 записей в отчёте Автотеки,, 2, Не битый, 1.8 AT (141 л.с.), 1.8 л, Бензин, Автомат, Передний, Седан, Чёрный, Левый, XUFJ*************, Возможен, LTZ
1438,"Jeep Grand Cherokee 3.6 AT, 2013, 148 000 км",1215000, 2013, WK2 рестайлинг (2013—2023), 148 000 км, 10 записей в отчёте Автотеки, Оригинал, 1, Не битый, 3.6 AT (286 л.с.), 3.6 л, Бензин, Автомат, Полный, Внедорожник 5-дверный, Белый, Левый, 1C4R*************,,
