,name,price,Расположение,Год выпуска,Поколение,Пробег,История пробега,ПТС,Владельцев по ПТС,Состояние,Модификация,Объём двигателя,Тип двигателя,Коробка передач,Привод,Тип кузова,Цвет,Руль,VIN или номер кузова,Обмен,Комплектация
75,"Chevrolet Aveo 1.2 MT, 2007, 76 000 км",635000,"Воронежская обл., Воронеж, ул. Саврасова, 86", 2007, I рестайлинг (2006—2012), 76 000 км, 8 записей в отчёте Автотеки, Оригинал, 2, Не битый, 1.2 MT (72 л.с.), 1.2 л, Бензин, Механика, Передний, Седан, Голубой, Левый, KL1S*************, Не интересует, Базовая
76,"Hyundai Elantra 1.6 AT, 2017, 98 361 км",899000,"Москва, Южный административный округ, район Чертаново Центральное", 2017, VI (2015—2019), 98 361 км, 4 записи в отчёте Автотеки, Оригинал, 1, Не битый, 1.6 AT (128 л.с.), 1.6 л, Бензин, Автомат, Передний, Седан, Синий, Левый, XWED*************,, Active
77,"ВАЗ (LADA) 2114 Samara 1.6 MT, 2012, 180 000 км",320000,"Самарская обл., Самара, Великолукская ул., 10", 2012, I (2001—2014), 180 000 км, 4 записи в отчёте Автотеки, Оригинал, 1, Не битый, 1.6 MT (90 л.с.), 1.6 л, Бензин, Механика, Передний, Хетчбек 5-дверный, Белый, Левый, XTA2*************, Не интересует, Базовая
78,"Volkswagen Passat 2.0 AMT, 2020, 63 000 км",3545000,"Псковская обл., Псков", 2020, B8 рестайлинг (2019—2024), 63 000 км,, Оригинал, 1, Не битый, 2.0 TDI 4MOTION DSG (190 л.с.), 2 л, Дизель, Робот, Полный, Универсал, Чёрный, Левый, WVWZ*************, Возможен, Alltrack
79,"Toyota Camry 2.4 AT, 2007, 293 000 км",1290000,"Красноярский край, Красноярск, Советский район, мкр-н Северный, Светлогорский пер., 21", 2007, XV40 (2006—2009), 293 000 км, 3 записи в отчёте Автотеки, Дубликат, 4+, Не битый, 2.4 AT (167 л.с.), 2.4 л, Бензин, Автомат, Передний, Седан, Чёрный, Левый, JTNB*************, Не интересует, Престиж
80,"Mercedes-Benz S-класс 4.7 AT, 2014, 148 000 км",3350000,"Нижегородская обл., Нижний Новгород, пл. Максима Горького", 2014, W222/C217/A217 (2013—2017), 148 000 км, 11 записей в отчёте Автотеки,, 1, Не битый, S 500 4.7 4MATIC 9G-Tronic (455 л.с.), 4.7 л, Бензин, Автомат, Полный, Седан, Белый, Левый, WDD2*************, Не интересует, Base
81,"BMW 3 серия 2.0 AT, 2014, 204 000 км",1720000,"Ставропольский край, Минераловодский муниципальный округ, Минеральные Воды, Железноводская ул.", 2014, F30/F31 (2011—2015), 204 000 км, 14 записей в отчёте Автотеки, Дубликат, 4+, Не битый, 320i 2.0 AT (184 л.с.), 2 л, Бензин, Автомат, Задний, Седан, Белый, Левый, X4X3*************, Не интересует, SE
82,"ВАЗ (LADA) Priora 1.6 MT, 2012, 199 000 км",375000,"Пермский край, Пермь, ш. Космонавтов, 154", 2012, I (2007—2013), 199 000 км, 6 записей в отчёте Автотеки, Оригинал, 2, Не битый, 1.6 MT (98 л.с.), 1.6 л, Бензин, Механика, Передний, Седан, Зелёный, Левый, XTA2*************, Не интересует, Норма
83,"Hyundai Solaris 1.6 AT, 2019, 43 693 км",1555000,"Липецкая обл., Липецк, ул. М.И. Неделина, 2В", 2019, II (2017—2020), 43 693 км, 3 записи в отчёте Автотеки,, 1, Не битый, 1.6 AT (123 л.с.), 1.6 л, Бензин, Автомат, Передний, Седан, Бежевый, Левый, Z94K*************, Возможен, Active Plus
84,"ВАЗ (LADA) 2114 Samara 1.5 MT, 2006, 250 000 км",120000,"Смоленская обл., Вяземский р-н, Новосельское сельское поселение, д. Новый Ржавец", 2006, I (2001—2014), 250 000 км, 3 записи в отчёте Автотеки, Оригинал, 4+, Не битый, 1.5 MT (77 л.с.), 1.5 л, Бензин, Механика, Передний, Хетчбек 5-дверный, Чёрный, Левый, XTA2*************, Не интересует, Базовая
85,"Chevrolet Lacetti 1.4 MT, 2009, 154 040 км",475000,"Удмуртская Республика, Ижевск, ул. имени Репина, 30", 2009, I (2004—2013), 154 040 км, 8 записей в отчёте Автотеки, Оригинал, 4+, Не битый, 1.4 MT (94 л.с.), 1.4 л, Бензин, Механика, Передний, Седан, Бордовый, Левый, XUUN*************, Не интересует, SE
86,"Ford Transit 2.2 MT, 2015, 320 000 км",2200000,"Чувашская Республика, г.о. Чебоксары, Ленинский район, пл. Республики", 2015, VIII (2013—2024), 320 000 км, 16 записей в отчёте Автотеки, Оригинал, 1, Не битый, 2.2 TDCi MT (135 л.с.), 2.2 л, Дизель, Механика, Задний, Микроавтобус, Белый, Левый, Z6FX*************, Возможен, Базовая
87,"ВАЗ (LADA) 4x4 (Нива) 1.6 MT, 1983, 54 900 км",150000,"Республика Башкортостан, Уфа, парк культуры и отдыха Нефтехимиков", 1983, I (1977—2019), 54 900 км, Проверить в Автотеке, Оригинал, 2, Не битый, 1.6 MT (73 л.с.), 1.6 л, Бензин, Механика, Полный, Внедорожник 3-дверный, Оранжевый, Левый, XTA2*************, Не интересует, Базовая
88,"Great Wall Hover H5 2.4 MT, 2013, 166 000 км",750000,"Мурманская обл., Кировск, пл. Театральный дворик", 2013, I (2010—2017), 166 000 км, 7 записей в отчёте Автотеки, Оригинал, 3, Не битый, 2.4 4WD MT (126 л.с.), 2.4 л, Бензин, Механика, Полный, Внедорожник 5-дверный, Серебряный, Левый, Z8PF*************, Не интересует,
89,"Mercedes-Benz GLK-класс 2.1 AT, 2014, 146 000 км",1429000,"Москва, Варшавское ш., 132Ак1", 2014, X204 рестайлинг (2012—2015), 146 000 км, 14 записей в отчёте Автотеки,, 1, Не битый, GLK 220d 2.1 4MATIC 7G-Tronic (170 л.с.), 2.1 л, Дизель, Автомат, Полный, Внедорожник 5-дверный, Коричневый, Левый, WDC2*************, Возможен,
90,"Mitsubishi Pajero Mini 0.7 AT, 2008, 63 148 км",850000,"Томская обл., Томск, мкр-н Черемошники, Светлый пер., 35", 2008, II (1998—2012), 63 148 км, Проверить в Автотеке, Оригинал, 2, Не битый, 0.7 4WD AT (64 л.с.), 0.7 л, Бензин, Автомат, Полный, Внедорожник 3-дверный, Синий, Правый, H58A********, Не интересует, Базовая
91,"ВАЗ (LADA) 2115 Samara 1.5 MT, 2002, 150 000 км",75000,"Алтайский край, Бийск, мкр-н Заречье", 2002, I (1997—2013), 150 000 км, Проверить в Автотеке, Дубликат, 4+, Не битый, 1.5 MT (78 л.с.), 1.5 л, Бензин, Механика, Передний, Седан, Синий, Левый, XTA2*************, Не интересует, Базовая
92,"Ford Focus 1.6 AMT, 2012, 151 000 км",1170000,"Республика Ингушетия, Назрань, Центральный административный округ, ул. С.С. Осканова", 2012, III (2011—2015), 151 000 км, 7 записей в отчёте Автотеки, Оригинал, 2, Не битый, 1.6 AMT (125 л.с.), 1.6 л, Бензин, Робот, Передний, Седан, Серый, Левый, X9FM*************, Не интересует, Titanium
93,"ВАЗ (LADA) Priora 1.6 MT, 2012, 134 566 км",387000,"Самарская обл., Отрадный, Городская пл.", 2012, I (2007—2013), 134 566 км, 3 записи в отчёте Автотеки, Оригинал, 3, Не битый, 1.6 MT (98 л.с.), 1.6 л, Бензин, Механика, Передний, Седан, Серый, Левый, XTA2*************, Не интересует, Норма 21703-21-041
94,"ВАЗ (LADA) 2105 1.2 MT, 1988, 150 000 км",65000,"Амурская обл., Свободный, ул. Карла Маркса, 20", 1988, I (1980—2011), 150 000 км, 3 записи в отчёте Автотеки, Оригинал, 4+, Не битый, 1.2 MT (64 л.с.), 1.2 л, Бензин, Механика, Задний, Седан, Красный, Левый, XTA2*************, Не интересует, Базовая
95,"ВАЗ (LADA) Vesta 1.6 MT, 2017, 138 000 км",790000,"Воронежская обл., Россошанский р-н, городское поселение Россошь, Россошь, пл. Ленина", 2017, I (2015—2023), 138 000 км, 5 записей в отчёте Автотеки, Оригинал, 1, Не битый, 1.6 MT (106 л.с.), 1.6 л, Бензин, Механика, Передний, Седан, Синий, Левый, XTAG*************, Не интересует, Comfort
96,"Hyundai Santa Fe 2.2 AT, 2019, 60 000 км",3750000,"Москва, ул. Кульнева", 2019, IV (2018—2021), 60 000 км, Проверить в Автотеке, Электронный, 1, Не битый, 2.2 CRDi 4WD AT (200 л.с.), 2.2 л, Дизель, Автомат, Полный, Внедорожник 5-дверный, Серый, Левый, KMHS*************, Не интересует, Black&Brown
